engine_id,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_16,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,RUL,sensor_measurement_2_ma,sensor_measurement_2_ema,sensor_measurement_2_diff,sensor_measurement_2_z
94,207,-0.0011,0.0003,100.0,643.65,1594.19,1419.36,21.61,552.55,2388.18,9087.64,47.62,520.85,2388.18,8162.36,8.476,0.03,396,2388,100.0,38.64,23.0937,51,643.114,643.1813770465792,0.7400000000000091,1.937973407952301
39,118,-0.0035,0.0004,100.0,643.72,1596.04,1431.35,21.61,551.19,2388.3,9038.36,48.17,520.21,2388.28,8113.05,8.5379,0.03,396,2388,100.0,38.58,23.0341,10,643.72,643.6382982289764,0.1200000000000045,2.077961886638611
29,24,0.0021,-0.0003,100.0,642.36,1588.52,1397.33,21.61,553.69,2388.1,9061.12,47.44,521.6,2388.08,8146.26,8.4306,0.03,393,2388,100.0,38.9,23.3503,139,642.426,642.3237048891576,0.2799999999999727,-0.6418142706934982
30,105,0.0011,-0.0002,100.0,642.01,1585.26,1405.92,21.61,554.02,2388.01,9067.59,47.39,522.39,2388.0,8145.82,8.3834,0.03,392,2388,100.0,38.93,23.3958,89,642.1700000000001,642.1975895540268,-0.4199999999999591,-1.3417566641245942
4,125,0.0002,0.0002,100.0,642.59,1580.17,1404.02,21.61,554.55,2388.05,9070.65,47.41,521.68,2388.08,8148.95,8.4458,0.03,395,2388,100.0,38.96,23.3211,64,642.698,642.6374082111358,-0.0499999999999545,-0.1818521264387714
5,111,0.0008,-0.0001,100.0,642.12,1588.25,1399.03,21.61,553.91,2387.97,9067.07,47.31,521.67,2387.96,8158.69,8.3775,0.03,393,2388,100.0,39.06,23.3769,158,642.0899999999999,642.0550743145923,0.5499999999999545,-1.1217747690462367
60,119,0.0031,-0.0005,100.0,642.93,1601.9,1411.48,21.61,553.42,2388.04,9068.71,47.84,521.26,2388.07,8145.54,8.449,0.03,393,2388,100.0,38.77,23.3238,53,643.0319999999999,642.9855300154438,-0.1700000000000727,0.4980919128940853
69,162,0.0003,-0.0,100.0,642.05,1583.95,1402.38,21.61,553.54,2388.1,9057.44,47.44,521.07,2388.13,8138.31,8.4104,0.03,392,2388,100.0,39.04,23.2663,200,642.4100000000001,642.3344069857935,-0.3700000000000045,-1.2617632477325469
95,177,-0.0033,-0.0001,100.0,642.31,1594.42,1392.6,21.61,553.65,2388.02,9077.13,47.48,522.22,2388.08,8153.06,8.4138,0.03,392,2388,100.0,39.06,23.384,106,642.332,642.3280572899242,-0.0600000000000591,-0.7418060411837847
87,149,-0.0008,0.0005,100.0,643.25,1592.62,1420.58,21.61,552.84,2388.23,9061.87,48.01,520.86,2388.24,8130.57,8.4875,0.03,395,2388,100.0,38.38,23.2597,29,643.056,643.1021852209676,0.169999999999959,1.1380392440311458
44,102,0.0024,-0.0004,100.0,642.83,1593.85,1397.22,21.61,553.67,2388.11,9076.48,47.47,522.02,2388.06,8151.48,8.4278,0.03,393,2388,100.0,38.86,23.3845,90,642.53,642.5476141450029,0.6299999999999955,0.2981083719139671
36,64,-0.0044,0.0002,100.0,642.41,1592.92,1407.3,21.61,552.89,2388.15,9060.17,47.51,521.47,2388.11,8136.77,8.4169,0.03,392,2388,100.0,38.76,23.2874,94,642.7259999999999,642.6955857949941,-0.7300000000000182,-0.541822500203439
46,123,-0.001,-0.0005,100.0,642.24,1585.83,1404.42,21.61,553.66,2388.05,9060.72,47.41,522.22,2388.07,8136.81,8.4331,0.03,392,2388,100.0,38.92,23.3296,133,642.44,642.3907696165115,-0.0800000000000409,-0.8817945198698675
24,74,0.0016,0.0002,100.0,642.53,1584.05,1412.74,21.61,553.49,2388.12,9062.94,47.44,521.22,2388.07,8140.01,8.4445,0.03,392,2388,100.0,38.76,23.298,73,642.5780000000001,642.5876528344418,-0.2300000000000182,-0.3018422510270697
80,8,-0.0022,-0.0004,100.0,642.24,1580.72,1408.6,21.61,553.27,2388.13,9053.9,47.48,521.96,2388.07,8129.63,8.4129,0.03,393,2388,100.0,38.83,23.2389,177,642.398,642.4489404085707,-0.2000000000000454,-0.8817945198698675
17,225,0.001,-0.0004,100.0,643.68,1594.64,1409.17,21.61,552.61,2388.02,9102.69,47.58,521.44,2388.07,8185.75,8.454,0.03,394,2388,100.0,38.76,23.178,51,643.098,643.1624401436417,0.6399999999999864,1.9979684702463365
16,14,-0.0021,0.0004,100.0,642.56,1593.9,1412.3,21.61,552.49,2388.19,9063.48,47.59,521.43,2388.12,8136.57,8.4581,0.03,394,2388,100.0,38.82,23.2913,195,642.7339999999999,642.6507373437538,0.2599999999999909,-0.2418471887330343
61,6,0.0017,-0.0002,100.0,642.27,1585.73,1396.52,21.61,555.11,2387.97,9062.54,47.3,522.57,2387.94,8140.21,8.4128,0.03,391,2388,100.0,38.99,23.4047,179,642.002,642.2176040303094,0.1499999999999772,-0.821799457575832
19,72,0.0007,0.0003,100.0,643.07,1592.08,1417.08,21.61,552.72,2388.18,9037.01,47.55,520.95,2388.12,8124.72,8.4253,0.03,393,2388,100.0,38.75,23.2404,86,642.8979999999999,642.9683605976397,-0.2599999999999909,0.7780688702667056
41,121,0.0006,-0.0,100.0,642.68,1583.15,1400.21,21.61,554.0,2388.0,9079.49,47.3,522.04,2388.07,8149.2,8.4181,0.03,394,2388,100.0,38.62,23.3317,95,642.5559999999999,642.5534881541698,0.3199999999999363,-0.001866939556665
39,121,0.0003,-0.0002,100.0,643.66,1599.46,1427.89,21.61,551.51,2388.3,9039.67,48.11,519.61,2388.34,8113.99,8.5178,0.03,396,2388,100.0,38.44,23.1703,7,643.6519999999999,643.6350513271042,0.169999999999959,1.9579717620503128
72,70,0.0026,0.0002,100.0,642.53,1584.39,1404.29,21.61,554.32,2388.05,9048.25,47.44,522.08,2388.05,8131.73,8.4136,0.03,393,2388,100.0,38.87,23.3183,143,642.4060000000001,642.5298325010648,-0.5099999999999909,-0.3018422510270697
48,137,0.0005,-0.0001,100.0,642.81,1586.86,1403.65,21.61,554.0,2388.0,9080.62,47.3,522.01,2388.01,8157.32,8.4055,0.03,391,2388,100.0,38.84,23.4128,94,642.53,642.5020199048364,0.6999999999999318,0.2581116637177161
65,18,-0.0005,0.0004,100.0,642.66,1586.93,1398.41,21.61,555.07,2387.99,9064.99,47.02,522.03,2387.98,8143.02,8.4166,0.03,391,2388,100.0,39.1,23.4334,135,642.256,642.3618984555058,0.5699999999999363,-0.0418636477526886
54,215,-0.0032,-0.0003,100.0,642.62,1594.85,1419.14,21.61,552.76,2388.04,9103.91,47.72,521.3,2388.08,8180.77,8.4297,0.03,395,2388,100.0,38.63,23.2884,42,643.0440000000001,642.9226780092472,-0.4600000000000364,-0.1218570641447359
1,25,0.0023,-0.0004,100.0,642.77,1594.1,1399.39,21.61,554.0,2388.02,9054.16,47.36,522.56,2388.02,8136.61,8.3917,0.03,393,2388,100.0,38.95,23.4288,167,642.486,642.5297646023624,0.3899999999999863,0.1781182473256687
83,103,-0.0001,0.0003,100.0,642.09,1588.43,1399.05,21.61,554.0,2388.01,9048.16,47.23,522.26,2387.99,8137.33,8.4641,0.03,392,2388,100.0,39.01,23.4173,190,642.0260000000001,642.1259818873359,-0.1799999999999499,-1.1817698313402722
35,75,0.0017,-0.0002,100.0,642.32,1588.85,1402.76,21.61,553.53,2388.08,9054.15,47.46,521.77,2388.07,8143.45,8.4093,0.03,393,2388,100.0,38.78,23.2428,106,642.616,642.5345633292983,-0.7199999999999136,-0.7218076870855454
92,138,-0.0019,-0.0002,100.0,642.49,1587.57,1395.62,21.61,554.49,2388.04,9058.52,47.37,522.09,2388.07,8141.46,8.3902,0.03,392,2388,100.0,38.99,23.3848,203,642.302,642.4361182946111,-0.1100000000000136,-0.381835667419117
69,163,-0.0046,-0.0004,100.0,642.96,1587.57,1409.73,21.61,553.24,2388.08,9060.43,47.46,521.58,2388.1,8148.03,8.3988,0.03,392,2388,100.0,38.81,23.3941,199,642.49,642.542937990529,0.910000000000082,0.5580869751883482
20,233,-0.0012,-0.0001,100.0,643.93,1601.9,1437.23,21.61,551.67,2388.26,9077.16,48.23,519.97,2388.23,8143.94,8.5058,0.03,396,2388,100.0,38.46,22.9783,1,643.716,643.7935514716596,0.0799999999999272,2.4979273226970866
75,218,0.0014,-0.0,100.0,643.18,1601.18,1425.31,21.61,551.92,2388.3,9034.96,47.86,519.37,2388.29,8110.18,8.4929,0.03,396,2388,100.0,38.57,23.1274,11,643.372,643.3023010927953,-0.4200000000000727,0.9980507653448356
93,29,-0.0004,0.0004,100.0,641.66,1580.35,1404.17,21.61,553.95,2388.03,9061.99,47.11,521.87,2388.13,8149.89,8.3854,0.03,390,2388,100.0,39.09,23.3577,126,642.1,642.0233673827776,-0.4600000000000364,-2.04169905755569
31,112,0.0018,0.0004,100.0,642.32,1584.73,1403.76,21.61,553.93,2388.06,9056.15,47.3,522.38,2388.04,8140.98,8.3935,0.03,391,2388,100.0,39.16,23.3309,122,642.2520000000001,642.3266638747078,-0.5,-0.7218076870855454
94,88,-0.004,0.0001,100.0,642.35,1581.19,1409.49,21.61,553.44,2388.12,9046.98,47.53,521.39,2388.16,8126.88,8.429,0.03,392,2388,100.0,38.77,23.3332,170,642.814,642.6797109118802,-0.3899999999999863,-0.6618126247915099
5,217,-0.001,0.0004,100.0,642.69,1590.44,1411.58,21.61,553.41,2388.09,9103.2,47.58,521.49,2388.1,8174.26,8.4691,0.03,395,2388,100.0,38.59,23.2088,52,642.658,642.7132349880278,0.3600000000000136,0.0181314145415741
61,16,0.0011,0.0002,100.0,641.89,1581.62,1397.98,21.61,554.14,2388.03,9065.41,47.12,522.91,2387.95,8144.4,8.4071,0.03,391,2388,100.0,39.04,23.4515,169,642.1419999999999,642.0272589972233,-0.1100000000000136,-1.581736913300963
14,98,0.0006,-0.0002,100.0,642.28,1597.08,1413.11,21.61,552.89,2388.16,9064.84,47.81,521.27,2388.06,8144.42,8.4391,0.03,393,2388,100.0,38.82,23.2877,82,642.678,642.5740734385029,-0.5800000000000409,-0.8018011034778201
96,106,-0.0012,-0.0002,100.0,642.63,1587.13,1402.03,21.61,553.64,2388.09,9049.25,47.43,521.96,2388.02,8134.67,8.4254,0.03,392,2388,100.0,38.78,23.381,230,642.392,642.3837681594646,0.57000000000005,-0.1018587100467241
63,67,-0.0023,0.0004,100.0,642.39,1583.66,1410.4,21.61,553.63,2388.07,9060.15,47.56,521.28,2388.1,8137.54,8.4512,0.03,392,2388,100.0,38.92,23.3494,107,642.542,642.4959391752257,-0.1399999999999863,-0.5818192083994627
71,63,-0.0024,-0.0002,100.0,642.25,1585.34,1407.07,21.61,553.93,2388.13,9051.15,47.68,521.34,2388.1,8131.08,8.4522,0.03,393,2388,100.0,38.89,23.2812,145,642.53,642.4469638904295,-0.2300000000000182,-0.8617961657718556
78,230,0.0006,-0.0001,100.0,643.2,1603.23,1432.4,21.61,551.71,2388.15,9091.72,48.33,519.87,2388.23,8161.68,8.5381,0.03,396,2388,100.0,38.3,23.0374,1,643.588,643.5125309142102,-0.25,1.0380474735410867
53,154,-0.0022,0.0002,100.0,643.03,1596.1,1407.29,21.61,552.74,2388.07,9091.55,47.68,520.83,2388.12,8169.63,8.4744,0.03,395,2388,100.0,38.75,23.2005,41,642.9939999999999,642.9460772406173,-0.0099999999999909,0.6980754538744309
89,71,-0.0009,0.0001,100.0,642.23,1589.98,1402.57,21.61,554.36,2388.1,9052.68,47.26,522.41,2388.07,8131.65,8.395,0.03,391,2388,100.0,38.84,23.4214,146,642.294,642.2833408435533,-0.1899999999999408,-0.9017928739678792
62,152,-0.0014,-0.0004,100.0,642.97,1592.93,1420.19,21.61,553.1,2388.24,9051.23,48.04,520.35,2388.22,8130.71,8.4939,0.03,396,2388,100.0,38.52,23.2851,28,643.03,643.0567746227425,-0.1999999999999318,0.57808532928636
91,8,0.0021,0.0001,100.0,642.82,1581.73,1411.72,21.61,552.44,2388.11,9049.53,47.54,521.14,2388.13,8133.22,8.475,0.03,392,2388,100.0,38.79,23.1458,127,643.012,642.9572902864206,-0.1799999999999499,0.2781100178159553
52,54,0.0015,0.0004,100.0,642.13,1587.43,1407.18,21.61,553.7,2388.14,9045.97,47.57,521.57,2388.12,8129.51,8.458,0.03,392,2388,100.0,38.89,23.3206,159,642.47,642.4050306888931,-0.4500000000000455,-1.1017764149482248
96,286,0.0021,0.0002,100.0,642.84,1601.01,1416.19,21.61,552.56,2388.15,9067.6,47.91,520.16,2388.17,8140.08,8.502,0.03,395,2388,100.0,38.59,23.1976,50,642.912,642.8740014967836,0.32000000000005,0.3181067260119789
64,190,-0.001,-0.0002,100.0,643.29,1587.7,1407.8,21.61,552.68,2388.06,9069.97,47.6,521.72,2388.09,8144.75,8.467,0.03,394,2388,100.0,38.78,23.2866,93,642.9019999999999,643.0018728575312,0.1399999999999863,1.2180326604231932
24,107,0.0017,0.0,100.0,643.1,1580.73,1413.42,21.61,553.62,2388.11,9055.24,47.46,520.96,2388.08,8142.23,8.4454,0.03,394,2388,100.0,38.8,23.3416,40,642.9359999999999,642.960015384805,0.2799999999999727,0.8380639325607411
18,76,-0.0014,0.0,100.0,641.89,1586.03,1397.41,21.61,554.11,2388.02,9066.66,47.29,521.88,2388.03,8150.18,8.363,0.03,393,2388,100.0,38.89,23.2577,119,642.126,642.0890936713356,-0.5399999999999636,-1.581736913300963
61,120,-0.0019,0.0001,100.0,642.79,1588.86,1403.68,21.61,553.74,2388.04,9061.98,47.3,521.67,2388.02,8141.5,8.4048,0.03,393,2388,100.0,38.78,23.4025,65,642.5799999999999,642.6030778281729,0.2199999999999136,0.2181149555216924
79,6,0.002,-0.0,100.0,642.6,1582.13,1396.57,21.61,554.45,2388.01,9053.58,47.08,522.54,2388.0,8140.85,8.4164,0.03,391,2388,100.0,39.02,23.467,193,642.116,642.3373863543754,0.4500000000000455,-0.1618537723407596
83,59,-0.0045,-0.0003,100.0,642.9,1588.17,1401.25,21.61,554.63,2388.06,9055.86,47.16,522.54,2388.03,8137.3,8.3967,0.03,390,2388,100.0,39.14,23.57,234,642.44,642.522181368092,0.0199999999999818,0.4380968506000499
4,150,-0.0007,-0.0003,100.0,642.46,1598.82,1407.68,21.61,553.14,2388.03,9096.18,47.64,521.43,2388.03,8178.72,8.4365,0.03,395,2388,100.0,38.75,23.1649,39,642.734,642.6691002448676,-0.1200000000000045,-0.4418307297131525
84,188,0.0004,0.0004,100.0,643.43,1594.01,1410.81,21.61,552.27,2388.13,9054.46,47.74,520.48,2388.17,8143.94,8.4786,0.03,394,2388,100.0,38.6,23.2344,79,642.988,643.0298195940636,0.6200000000000045,1.4980096177955862
87,31,-0.0016,0.0001,100.0,642.3,1593.2,1410.46,21.61,553.36,2388.0,9063.16,47.49,521.53,2388.06,8144.21,8.4248,0.03,394,2388,100.0,38.74,23.314,147,642.604,642.5084672149065,-0.4700000000000273,-0.7618043952817964
68,28,0.0013,0.0,100.0,642.37,1588.42,1412.37,21.61,553.67,2388.06,9062.68,47.46,521.38,2388.05,8137.25,8.4095,0.03,392,2388,100.0,39.03,23.478,171,642.414,642.3982414385792,0.0499999999999545,-0.6218159165954863
19,58,0.0006,-0.0003,100.0,642.74,1592.6,1408.77,21.61,553.11,2388.12,9041.99,47.69,520.88,2388.19,8121.49,8.4629,0.03,395,2388,100.0,38.87,23.2729,100,642.7860000000001,642.7794463703356,-0.1100000000000136,0.1181231850316333
98,64,-0.0001,-0.0005,100.0,642.32,1591.68,1407.83,21.61,554.05,2388.03,9072.34,47.29,522.05,2388.04,8146.77,8.4161,0.03,392,2388,100.0,38.88,23.4101,92,642.2280000000001,642.2481470092027,0.1299999999999954,-0.7218076870855454
44,39,0.0012,-0.0003,100.0,642.18,1591.04,1394.96,21.61,553.98,2387.99,9075.7,47.35,521.75,2388.01,8154.62,8.3753,0.03,392,2388,100.0,39.18,23.3421,153,642.4159999999999,642.3574722029836,-0.2400000000000091,-1.0017846444581655
11,21,-0.0005,0.0002,100.0,642.44,1583.42,1391.13,21.61,554.51,2388.06,9049.83,47.21,522.54,2388.01,8136.2,8.3857,0.03,392,2388,100.0,39.01,23.4342,219,642.222,642.3661985295521,0.0900000000000318,-0.4818274379091762
38,119,-0.0001,0.0003,100.0,643.27,1585.15,1410.51,21.61,552.96,2388.06,9063.89,47.73,520.48,2388.09,8141.55,8.4492,0.03,394,2388,100.0,38.72,23.247,75,642.76,642.7811983141479,1.009999999999991,1.1780359522271695
5,74,-0.005,-0.0002,100.0,642.05,1576.18,1403.57,21.61,553.43,2388.01,9074.26,47.22,523.04,2387.98,8149.65,8.3815,0.03,393,2388,100.0,39.0,23.4514,195,642.06,642.0634447820147,-0.2300000000000182,-1.2617632477325469
67,134,-0.0017,0.0005,100.0,642.47,1581.1,1408.24,21.61,553.27,2388.05,9068.47,47.32,521.45,2388.09,8149.51,8.4187,0.03,392,2388,100.0,38.93,23.363,179,642.504,642.5634610373581,-0.3399999999999181,-0.4218323756151407
59,35,-0.0042,0.0004,100.0,641.95,1579.09,1397.35,21.61,554.32,2387.97,9060.9,47.02,522.67,2388.07,8143.61,8.3856,0.03,391,2388,100.0,39.13,23.3904,196,642.018,642.0620104609673,-0.1299999999999954,-1.4617467887126652
100,193,-0.0001,0.0002,100.0,643.09,1599.81,1428.93,21.61,552.04,2388.29,9067.57,48.19,520.11,2388.19,8142.02,8.5424,0.03,397,2388,100.0,38.47,23.023,7,643.424,643.3637529395551,-0.4399999999999409,0.8180655784627293
80,23,0.0006,0.0002,100.0,642.71,1579.8,1410.17,21.61,553.28,2388.1,9051.12,47.6,521.16,2388.11,8132.89,8.4144,0.03,394,2388,100.0,38.93,23.2766,162,642.746,642.7331475985809,-0.2699999999999818,0.0581281227375978
34,35,0.0001,0.0001,100.0,642.25,1593.06,1404.57,21.61,552.96,2388.1,9053.5,47.44,521.29,2388.04,8136.89,8.4296,0.03,393,2388,100.0,38.81,23.4492,160,642.316,642.3369462686223,-0.2000000000000454,-0.8617961657718556
48,24,-0.0023,0.0002,100.0,642.16,1587.86,1399.38,21.61,554.73,2388.04,9063.43,47.21,522.18,2388.04,8144.37,8.452,0.03,392,2388,100.0,38.97,23.4347,207,642.144,642.2226764463434,-0.3500000000000227,-1.0417813526541897
59,143,-0.001,0.0002,100.0,642.39,1579.78,1396.68,21.61,554.35,2388.07,9059.87,47.38,521.7,2388.05,8137.4,8.3972,0.03,393,2388,100.0,38.99,23.3907,88,642.35,642.3865949540018,-0.1299999999999954,-0.5818192083994627
78,212,-0.0014,-0.0005,100.0,643.65,1594.42,1418.48,21.61,553.05,2388.14,9084.4,47.91,520.74,2388.17,8153.45,8.5,0.03,396,2388,100.0,38.62,23.1894,19,643.3019999999999,643.3431608233251,0.6699999999999591,1.937973407952301
7,101,-0.0026,0.0005,100.0,642.05,1593.77,1400.18,21.61,553.94,2388.04,9070.62,47.31,522.53,2388.04,8144.28,8.4318,0.03,392,2388,100.0,38.8,23.3621,158,642.2239999999999,642.1896313532801,-0.1000000000000227,-1.2617632477325469
48,221,-0.0019,-0.0002,100.0,643.08,1598.16,1425.57,21.61,552.01,2388.13,9191.86,48.01,520.72,2388.1,8255.4,8.5087,0.03,395,2388,100.0,38.6,23.2172,10,643.296,643.2497163435088,-0.349999999999909,0.7980672243647174
2,12,0.0002,0.0006,100.0,641.64,1579.99,1401.9,21.61,554.57,2387.98,9047.89,47.13,521.94,2387.97,8136.49,8.3925,0.03,392,2388,100.0,39.12,23.4201,275,642.084,641.948810327108,-0.6200000000000045,-2.081695765751714
38,178,-0.0004,0.0004,100.0,643.82,1600.23,1421.11,21.61,551.37,2388.15,9120.81,47.84,520.32,2388.15,8194.0,8.5243,0.03,395,2388,100.0,38.57,23.2017,16,643.382,643.4408570464504,0.4700000000000273,2.277945427618957
41,179,-0.0023,-0.0001,100.0,643.16,1590.5,1416.75,21.61,553.16,2388.1,9099.9,47.49,521.74,2388.06,8170.6,8.4918,0.03,394,2388,100.0,38.72,23.2674,37,642.932,642.9884200967756,0.2799999999999727,0.958054057148812
61,27,-0.003,-0.0001,100.0,642.25,1581.72,1396.4,21.61,554.33,2388.02,9067.63,47.18,522.15,2388.0,8147.11,8.3937,0.03,392,2388,100.0,39.16,23.5115,158,642.0,642.1250945058416,0.0099999999999909,-0.8617961657718556
71,4,-0.0014,0.0003,100.0,643.04,1584.9,1409.75,21.61,554.3,2388.14,9042.42,47.41,521.62,2388.08,8123.7,8.4352,0.03,392,2388,100.0,38.89,23.2722,204,642.878,642.9694019447088,0.5399999999999636,0.7180738079724428
93,81,0.0015,0.0004,100.0,642.51,1586.93,1404.91,21.61,554.66,2388.02,9057.79,47.41,521.7,2388.06,8143.69,8.4265,0.03,391,2388,100.0,38.75,23.34,74,642.398,642.3397962039131,0.6399999999999864,-0.3418389592230934
59,72,0.0013,-0.0004,100.0,642.16,1582.33,1395.67,21.61,555.04,2388.01,9060.79,47.24,522.26,2388.01,8132.05,8.4383,0.03,393,2388,100.0,38.95,23.4486,159,642.216,642.2000808907743,-0.4100000000000818,-1.0417813526541897
79,93,-0.0032,-0.0004,100.0,642.33,1591.24,1403.85,21.61,554.16,2388.03,9061.8,47.43,522.1,2388.01,8138.09,8.4346,0.03,391,2388,100.0,38.92,23.4048,106,642.4,642.3611521044709,-0.1299999999999954,-0.7018093329875337
33,29,0.0035,-0.0001,100.0,641.97,1587.11,1392.43,21.6,554.6,2387.96,9065.0,47.22,522.47,2388.01,8149.93,8.386,0.03,392,2388,100.0,39.09,23.491,171,641.8380000000001,641.8181603167286,0.5,-1.4217500805166414
52,5,-0.0015,-0.0001,100.0,642.71,1573.75,1407.56,21.61,553.9,2388.09,9054.59,47.33,521.49,2388.1,8130.27,8.4556,0.03,394,2388,100.0,38.97,23.4487,208,642.702,642.8760590263821,-0.3999999999999772,0.0581281227375978
69,34,-0.0003,0.0,100.0,642.26,1587.22,1402.87,21.61,553.68,2388.05,9052.74,47.61,521.8,2388.07,8136.4,8.4184,0.03,393,2388,100.0,38.7,23.274,328,642.212,642.2845696251343,-0.1299999999999954,-0.8417978116738438
82,41,0.0037,-0.0003,100.0,641.27,1582.03,1392.21,21.61,554.46,2388.02,9060.47,47.28,522.18,2388.03,8145.62,8.402,0.03,392,2388,100.0,39.14,23.4237,173,641.8860000000001,641.8399154620932,-0.9400000000000546,-2.821634867378833
2,45,-0.0014,-0.0002,100.0,642.05,1586.41,1397.6,21.61,554.2,2388.05,9060.38,47.17,522.27,2388.0,8141.93,8.3847,0.03,390,2388,100.0,38.99,23.4284,242,642.152,642.0710824977739,0.0399999999999636,-1.2617632477325469
15,138,0.0029,0.0001,100.0,642.05,1585.88,1406.24,21.61,553.76,2388.09,9057.57,47.48,521.69,2388.08,8141.75,8.4561,0.03,393,2388,100.0,38.78,23.3039,69,642.466,642.3916446756426,-0.7700000000000955,-1.2617632477325469
25,74,-0.0011,-0.0,100.0,643.14,1585.0,1404.68,21.61,554.05,2388.14,9047.11,47.41,521.83,2388.11,8126.22,8.4525,0.03,392,2388,100.0,38.89,23.3259,156,642.7239999999999,642.7915035924431,0.3500000000000227,0.9180573489527885
92,26,-0.0002,-0.0001,100.0,642.37,1583.53,1409.94,21.61,554.18,2388.08,9055.47,46.99,522.37,2388.07,8139.05,8.3621,0.03,393,2388,100.0,38.92,23.3657,315,642.264,642.2873405575727,0.2699999999999818,-0.6218159165954863
86,190,0.0001,-0.0,100.0,642.85,1591.71,1408.38,21.61,553.34,2388.1,9068.12,47.51,521.35,2388.15,8139.83,8.4569,0.03,395,2388,100.0,38.73,23.1818,88,642.8639999999999,642.8089894450469,-0.1899999999999408,0.3381050801099907
28,90,0.0032,-0.0003,100.0,642.51,1588.33,1405.43,21.61,554.21,2388.0,9071.85,47.42,522.3,2388.05,8149.64,8.4098,0.03,391,2388,100.0,39.07,23.3898,75,642.028,642.1769582103566,0.5499999999999545,-0.3418389592230934
88,9,0.0011,-0.0002,100.0,641.61,1587.22,1402.79,21.61,553.88,2388.06,9069.42,47.32,521.79,2388.0,8142.82,8.426,0.03,393,2388,100.0,38.98,23.4071,204,641.832,641.838919291826,0.3600000000000136,-2.1416908280457494
73,42,-0.0019,-0.0003,100.0,642.83,1587.98,1409.48,21.61,553.2,2388.18,9032.56,47.58,521.17,2388.08,8114.5,8.4846,0.03,393,2388,100.0,38.87,23.3298,171,642.702,642.7486556631453,0.07000000000005,0.2981083719139671
87,59,-0.0015,0.0005,100.0,642.51,1592.67,1411.54,21.61,553.18,2388.05,9066.36,47.38,521.49,2388.06,8142.46,8.4484,0.03,394,2388,100.0,38.66,23.3123,119,642.5020000000001,642.4545848385465,0.1100000000000136,-0.3418389592230934
16,170,0.0015,0.0002,100.0,643.08,1601.22,1423.57,21.61,552.35,2388.26,9052.46,48.01,520.61,2388.23,8136.37,8.502,0.03,394,2388,100.0,38.53,23.2044,39,643.204,643.0812154486478,0.4200000000000727,0.7980672243647174
53,123,-0.0002,-0.0002,100.0,643.32,1595.18,1412.45,21.61,554.14,2388.09,9079.42,47.51,521.25,2388.1,8157.87,8.4609,0.03,394,2388,100.0,38.69,23.2218,72,642.8219999999999,642.9113506931349,0.4300000000000636,1.278027722717456
52,146,-0.002,-0.0003,100.0,642.91,1586.34,1411.8,21.61,552.73,2388.05,9062.84,47.58,520.79,2388.09,8144.88,8.4286,0.03,394,2388,100.0,38.79,23.3156,67,642.866,642.8123714972538,0.2400000000000091,0.4580952046980617
64,38,-0.0012,0.0003,100.0,642.61,1584.92,1405.8,21.61,554.12,2388.08,9065.18,47.24,521.36,2388.08,8135.37,8.4566,0.03,392,2388,100.0,38.98,23.3457,245,642.404,642.4216218683212,0.3100000000000591,-0.1418554182427478
28,42,0.0023,-0.0004,100.0,642.31,1585.08,1395.52,21.61,554.44,2388.02,9061.42,47.11,522.63,2387.99,8147.24,8.3567,0.03,392,2388,100.0,39.13,23.3987,123,641.986,642.0356285398916,0.5499999999999545,-0.7418060411837847
53,16,-0.0025,-0.0001,100.0,642.53,1580.18,1402.35,21.61,553.59,2388.05,9057.94,47.45,522.22,2388.06,8140.54,8.4048,0.03,392,2388,100.0,38.9,23.4223,179,642.2539999999999,642.3854408580482,-0.0299999999999727,-0.3018422510270697
91,111,0.0042,0.0006,100.0,642.93,1601.69,1420.46,21.61,552.44,2388.23,9053.36,48.12,520.08,2388.18,8126.13,8.4858,0.03,395,2388,100.0,38.54,23.1158,24,643.1200000000001,643.1043169239496,-0.2700000000000955,0.4980919128940853
97,167,0.0006,-0.0002,100.0,642.27,1587.48,1406.84,21.61,553.5,2388.08,9101.66,47.58,521.53,2388.05,8179.84,8.446,0.03,393,2388,100.0,38.75,23.2199,35,642.7620000000001,642.6549291164273,-0.4099999999999681,-0.821799457575832
84,121,-0.0028,-0.0004,100.0,643.16,1593.29,1405.68,21.61,553.33,2388.11,9047.43,47.45,521.47,2388.15,8130.59,8.4504,0.03,392,2388,100.0,38.85,23.2376,146,642.768,642.8663494314064,0.42999999999995,0.958054057148812
92,180,-0.0005,0.0005,100.0,642.84,1575.45,1407.29,21.61,553.58,2388.04,9065.22,47.47,522.16,2388.11,8138.34,8.4647,0.03,394,2388,100.0,38.91,23.4037,161,642.356,642.5079585115141,0.3999999999999772,0.3181067260119789
56,165,-0.0004,0.0002,100.0,642.53,1594.23,1413.01,21.61,552.79,2388.14,9068.97,47.42,521.22,2388.16,8147.67,8.4344,0.03,394,2388,100.0,38.86,23.3035,110,642.7,642.7162079247039,-0.2900000000000773,-0.3018422510270697
